College,URL,State,Type,Highest degree offered,Carnegie classification,Course,Department,Sub-topic,Notes,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Mathematical Statistics I,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Mathematical Statistics II,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Statistical Sampling,Statistics,Basics of statistics ,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Statistial Linear Models,Statistics,Statistical models,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Statistical Software (SAS & R),Statistics,Introduction to coding,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Statistical Quality Control,Statistics,Basics of statistics,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Data Mining,Statistics,Working with data,,
Rochester Institute of Technology,http://rit.edu,NY,4-year private,PhD,R2,Categorical Data Analysis ,Statistics,Basics of statistics,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Principles of Epidemiology,Allied Health Science,Basics of ecology,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,"Nature, the Environment, and Ecology",Biology,Basics of ecology,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Ecology,Biology,Basics of ecology,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Conservation Biology,Biology,Basics of ecology,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Scientific Communication I,Biology,Science communication,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Scientific Communication II,Biology,Science communication,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Programming Fundamentals for Non-CS Majors,Computer Science,Working with data,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Programming Fundamentals,Computer Science,Working with data,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Social and Professional Issues in Computing,Computer Science,Ethics,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Data Mining,Computer Science,Working with data,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Modern Programming,Computer Science,Introduction to coding,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Machine Learning,Computer Science,Machine learning,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Geographic Information Systems,Geography,Data sources,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Statistics I,Mathematics,Basics of statistics,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Statistics II,Mathematics,Basics of statistics,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Calculus I,Mathematics,Basics of statistics,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Matrix Methods in Science and Engineering,Mathematics,Statistical models,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Ordinary Differential Equations,Mathematics,Statistical models,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Linear Algebra & Matrix Theory,Mathematics,Statistical models,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Probability & Statistics for Engineers and Scientists,Mathematics,Basics of statistics,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Applied Statistics,Mathematics,Basics of statistics,,
University of Texas at Tyler,http://uttyler.edu/,TX,4-year public,PhD,D/PU,Perspectives on Science and Mathematics,Philosophy,Ethics,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Tropical Ecology of Belize and Guatemala,Biology,Basics of ecology,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Climatology,Natural Science,Data Sources,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Introduction to Environmental Science,Natural Science,Basics of ecology,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Applied Calculus,Mathematics,Basics of statistics,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Elementary Statistics,Mathematics,Basics of statistics,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Ecology,Biology,Basics of ecology,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,"Databases, SQL and R",Business Administration,Introduction to coding,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Data Visualization,Business Administration,Data visualization,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Data Mining with R,Business Administration,Working with data,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Data and Decision Analysis,Business Administration,Decision science,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Computer Programming in Python,Management Information Systems,Introduction to coding,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Geographic Information Systems,Management Information Systems; Natural Science,Data sources,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Decision Support Systems,Management Information Systems,Decision science,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Mathematical Statistics,Mathematics,Basics of statistics,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Probability,Mathematics,Probability & Uncertainty,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Differential Equations,Mathematics,Statistical models,,
Culver-Stockton College,http://culver.edu,MO,4-year private,Master's,Baccalaureate Colleges: Diverse Fields,Linear Algebra,Mathematics,Statistical models,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Computer Technology in Agriculture,Agricultural Business,Working with data,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Agricultural Computations,Agricultural Business,Basics of statistics,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Introductory Crop Science,Agriculture,Basics of ecology,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Remote Sensing for Agricultural Applications,Agriculture,Data sources,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Application of GIS Technology for Agriculture,Agriculture,Data sources,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Conservation Biology and Society,Biology,Basics of ecology,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Environmental Biology,Biology,Basics of ecology,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Business Statistics,Business,Basics of statistics,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Essentials of Programming,Computer Science,Introduction to coding,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Programming in C++,Computer Science,Introduction to coding,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Introduction to Python,Computer Science,Introduction to coding,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Introduction to Relational Databases,Computer Science,Introduction to coding,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,C# Programming,Computer Science,Introduction to coding,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Programming in Java,Computer Science,Introduction to coding,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Structured Query Language,Computer Science,Introduction to coding,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Introduction to Weather and Climate,Earth Science,Data Sources,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Introduction to Geographic Information Systems,Geographic Information Systems,Data sources,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Remote Sensing,Geographic Information Systems,Data sources,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,General Education Statistics,Mathematics,Basics of statistics,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Statistical Analysis,Mathematics,Basics of statistics,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Calculus and Analytic Geometry I,Mathematics,Basics of statistics,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Technical Calculus,Mathematics,Basics of statistics,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Linear Algebra,Mathematics,Statistical models,,
Illinois Central College,http://icc.edu,IL,community college,Associate's,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,Differential Equations,Mathematics,Statistical models,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Ecology with Lab,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Oceanic Island Ecology and Tropical Biology,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Desert Ecology & Biogeography,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Tropical Ecosystems and Tropical Biology,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Aquatic Biology with Laboratory,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Plant Ecology with Laboratory,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Population and Community Ecology with Laboratory,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Conservation Biology with Lab,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Biological Invasions with Lab,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Marine Ecology with Lab,Biology,Basics of ecology,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Biological Research and Data Analysis,Biology,Basics of statistics,,
Eastern Connecticut State University,http://easternct.edu,CT,4-year public,Master's,M3,Calculus I with Technology,Mathematics,Basics of statistics,,
